序号,区市县,街道,采样点名称,采样点地址,开放时间,联系电话
193,庄河市,太平岭乡,太平岭满族乡卫生院,大连市庄河市太平岭卫生院南文化馆,周一至周日 7：30-10：30,89210109
194,庄河市,王家镇,王家镇卫生院,大连市庄河市王家镇东滩村,周一至周日 7：30-10：30,18304071645
195,庄河市,吴炉镇,吴炉镇卫生院采样点,大连市庄河市吴炉镇吴炉村,周一至周日 7：30-10：30,13609852808
196,庄河市,仙人洞镇,仙人洞镇卫生院,大连市庄河市仙人洞镇卫生院,周一至周日 7：30-10：30,13591761177
197,庄河市,新华街道,新华街道社区卫生服务中心,大连市庄河市一品桃源小区北门,周一至周日 7：30-10：30,89859200
198,庄河市,新华街道,庄河第四医院,大连市庄河市新华街道337号,周一至周日7：30-10：30、14：00-16：00,89705333
199,庄河市,兴达街道,兴达街道社区卫生服务中心,大连市庄河市迎宾大街二段3336号,周一至周日 7：30-10：30,89874685
200,庄河市,兴达街道,兴达医院,大连市庄河市黄海大街三段123号,周一至周日7：30-10：30、14：00-16：00,89840550
201,庄河市,徐岭镇,徐岭镇卫生院,大连市庄河市徐岭镇杨树房村,周一至周日 7：30-10：30,18604080855
202,长海县,大长山岛镇,大连市长海县人民医院发热门诊,大连市长海县大长山岛镇四块石C园110号（原刑侦大楼）,周一至周日8：00-10：30、 13：30-16：00,13352233217
203,长海县,小长山岛镇,大连市长海县小长山中心卫生院流动采样点,大连市长海县小长山岛镇回龙村大连江屯,周一至周日14：30-15：00,13841122019
204,长海县,广鹿岛镇,大连市长海县广鹿中心卫生院,大连市长海县广鹿岛镇柳条村新村后屯南大线,周一至周日13：30-15：30,89756026
205,长海县,獐子岛镇,大连市长海县獐子中心卫生院,大连市长海县獐子岛镇沙西路,周一至周日14：30-15：00,13942645599
206,长海县,海洋岛镇,大连市长海县海洋中心卫生院,大连市长海县海洋岛镇盐场村盐场屯,周一至周日8：30-9：00,13500760682
207,金普新区,马桥子街道,中国医科大学附属盛京医院大连医院普通门诊核酸采样点,大连市经济技术开发区马桥子街道黄海西路146号,周一至周日8：00-11：30、13：00-16：30,39259002-81010
208,金普新区,马桥子街道,中国医科大学附属盛京医院大连医院核酸发热门诊,大连市经济技术开发区马桥子街道黄海西路146号,周一至周日16：30-8：00,39259002-81391
209,金普新区,马桥子街道,大连奥新全民口腔医院核酸采样点,大连市金普新区金马路172-1中国银行东侧,周一至周五 8：30-11：00、13：00-15：00,87617777
210,金普新区,马桥子街道,经济技术开发区黄海西路民院成教楼西一门（大连和合）,大连市经济技术开发区马桥子街道辽河西路18号,周一至周日8：00-18：00,87546006
211,金普新区,马桥子街道,精美达开发区麦凯乐采样点,大连市经济技开发区马桥子街道金马路198号大商新玛特麦凯乐门口,周一至周日 8：00-12：00、13：00-18：30,87079777、86437777
212,金普新区,马桥子街道,大连经济技术开发区金马路222号（大连和合）,大连市经济技术开发区马桥子街道金马路222号,周一至周日 8：00-18：00,87546006
213,金普新区,马桥子街道,大连金普新区辽宁街48-6（大连和合）,大连市经济技术开发区马桥子街道辽宁街48-6,周一至周日 8：00-18：00,87546006
214,金普新区,马桥子街道,开发区轻轨站采样点（大连谱尼医学）,大连市经济技术开发区马桥子街道五彩城轻轨站,周一至周日 8：30-12：00、13：00-20：00,87923651
215,金普新区,马桥子街道,精美达五彩城采样点,大连市金普新区亿锋现代城,周一至周日 8：00-12：00、13：00-18：30,87079777、86437777
216,金普新区,马桥子街道,马桥子街道社区卫生服务中心采样点,大连市经济技术开发区马桥子街道黄海西四路6-1,周一至周日 8：00-11：30、13：00-15：30,87651787
217,金普新区,马桥子街道,大连崇济医院有限公司核酸采样点,大连市保税区西环路盛和派蒂盟大厦1-1号,周一至周日 8：00-21：00,62775120
218,金普新区,马桥子街道,精美达正恒园采样点,大连市经济技术开发区马桥子街道正恒园金普国际大厦附近,周一至周日 8：00-12：00、13：00-18：30,87079777、86437777
219,金普新区,马桥子街道,大连谱尼医学公司门口采样点（大连谱尼医学）,大连市经济技术开发区马桥子街道东北三街29号企业配套园,周一至周日 8：30-17：00、,87923651
220,金普新区,马桥子街道,华润海中国采样点（大连谱尼医学）,大连市经济技术开发区马桥子街道华润海中国30栋-7号华润海中国,周一至周日 8：30-12：00、13：00-20：00,87923651
221,金普新区,马桥子街道,大连市开发区抚顺街50号（大连和合）,大连市经济技术开发区马桥子街道抚顺街50号,周一至周日 8：00-18：00,87546006
222,金普新区,马桥子街道,大连开发区正恒园25-1（大连和合）,大连市经济技术开发区马桥子街道正恒园25-1,周一至周日 8：00-18：00,87546006
223,金普新区,马桥子街道,大连广益德中医医院采样点（精美达）,大连市金普新区兴城路8号,周一至周日 8：00-11：00、13：00-15：00,39253055
224,金普新区,湾里街道,大连嘉宁精神病医院有限公司,大连市经济技术开发区湾里街道淮河中路9-1号,周一至周日 8：00-11：30、13：00-15：30,39204188
225,金普新区,湾里街道,金州区瑞港路采样点（大连和合）,大连市经济技术开发区湾里街道瑞港路8,周一至周日 8：00-18：00,87546006
226,金普新区,湾里街道,大连市金州开发区湾里街道澳东世纪广场附近（大连和合）,大连市经济技术开发区湾里街道澳东园10号,周一至周日 8：00-18：00,87546006
227,金普新区,湾里街道,精美达金湾商城采样点,大连市经济技术开发区湾里街道湾里东43号，金湾商城,周一至周日 8：00-12：00、13：00-18：30,87079777、86437777
228,金普新区,湾里街道,精美达高成山采样点,大连市经济技术开发区湾里街道高成山口腔门前,周一至周日 8：00-12：00、13：00-18：30,87079777、86437777
229,金普新区,湾里街道,精美达东湾采样点,大连市金普新区湾里街道东聚美东湾社区广场,周一至周日 8：00-12：00、13：00-18：30,87079777、86437777
230,金普新区,湾里街道,精美达港湾社区采样点,大连市金普新区湾里街道乾豪.欢乐颂小区,周一至周日 8：00-12：00、13：00-18：30,87079777、86437777
231,金普新区,湾里街道,精美达乾豪新界采样点,大连市金普新区湾里街道乾豪新界小区,周一至周日 8：00-12：00、13：00-18：30,87079777、86437777
232,金普新区,湾里街道,精美达时代城采样点,大连市金普新区湾里街道时代城,周一至周日 8：00-12：00、13：00-18：30,87079777、86437777
233,金普新区,海青岛街道,海青岛街道社区卫生服务中心,大连市经济技术开发区海青岛街道金马路510号,周一至周日 7：50-11：30、13：00-16：30（法定节假日另行通知）,87565766
234,金普新区,海青岛街道,大连保税区医院,大连市经济技术开发区海青岛街道黄海中路75号,周一至周日 8：00-11：30、13：00-16：00,15942489895
235,金普新区,海青岛街道,大连市开发区金源南里17号楼金源医院（大连和合）,大连市经济技术开发区海青岛街道金源南里17号,周一至周日 8：00-18：00,87546006
236,金普新区,海青岛街道,大连和合医学检验实验室有限公司,大连市经济技术开发区金源北路8号,周一至周日 8：30-12：00、13：00-21：00,87546006
237,金普新区,海清岛街道,大连金普新区富泰医院,大连市金州区海青岛街道港兴大街66号,周一至周日 8：30-11：00、13：00-15：00,15611110317
238,金普新区,海青岛街道,精美达海青岛采样点,大连市金普新区海青岛街道金马路444号洁雅口腔门前,周一至周日 8：00-12：00、13：00-18：30,87079777、86437777
239,金普新区,大孤山街道,大连经济技术开发区大孤山街道社区卫生服务中心,大连市经济技术开发区大孤山街道富港社区整体楼（小孤山中里41号楼),周一至周日 7：30-11：30、13：00-16：30,87512581
240,金普新区,大孤山街道,精美达鹏运家园采样点,大连市经济技术开发区大孤山街道振鹏中路 新隆嘉超市门口,周一至周日 8：00-12：00、13：00-18：30,87079777、86437777
241,金普新区,大孤山街道,大连经济技术开发区港兴大街363号（大连和合）,大连市经济技术开发区大孤山街道港兴大街363号,周一至周日 8：00-18：00,87546006
242,金普新区,大孤山街道,大连市金州区海滨路129号（大连和合）,大连市经济技术开发区大孤山街道海滨路129号,周一至周日 8：00-18：00,87546006
243,金普新区,大孤山街道,精美达孤山中里采样点,大连市金普新区大孤山街道孤山中里,周一至周日 8：00-12：00、13：00-18：30,87079777、86437777
244,金普新区,大孤山街道,大连金普新区仁爱老年病医院,大连市经济技术开发区振鹏中路19号,周一至周日 8：30-11：00、13：00-15：00,87546006
245,金普新区,光中街道,精美达和平路采样点,大连市金普新区和平路234号洁雅口腔门前,周一至周日8：00-12：00、13：00-18：30,87079777、86437777
246,金普新区,光中街道,大连市金州区第一人民医院网约核酸检测点,大连市金普新区光中街道斯大林路683号,周一至周日 8：00-11：00、13：00-16：30,39306525
247,金普新区,光中街道,大连市金州区第一人民医院发热门诊,大连市金普新区光中街道斯大林路683号,周一至周日16：30-8：00,39306525
248,金普新区,光中街道,大连鼎华医院,大连市金普新区光中街道汉正路8号鼎华医院正门,周一至周日 8：00-15：00,87711120
249,金普新区,光中街道,大连市金州区香水路向应公园西门（大连和合）,大连市金普新区光中街道解放路1号,周一至周日 8：00-18：00,87546006
250,金普新区,光中街道,金州区斯大林路677号阳光药房停车场（大连和合）,大连市金普新区光中街道斯大林路677号,周一至周日 8：00-18：00,87546006
251,金普新区,站前街道,大连中贞安科医院,大连市金普新区站前街道五一路162号,周一至周日 7：00－21：00,87688888
252,金普新区,站前街道,大连绅通中医医院,大连市金普新区站前街道龙湾路5号,周一至周日 8：00-15：00,18242054512
253,金普新区,站前街道,精美达金泉路采样点,大连市金普新区站前街道金泉路967-6号（宝辰口腔门前）,周一至周日 8：00-12：00、13：00-18：30,87079777、86437777
254,金普新区,站前街道,辽宁省大连市金州区拥军路1号（大连金发地批发大市场）（大连和合）,大连市金普新区站前街道拥军路1号,周一至周日 8：00-18：00,87546006
255,金普新区,站前街道,精美达金州火车站采样点,大连市金普新区金州火车站出口,周一至周日 8：00-12：00、13：00-18：30,87079777、86437777
256,金普新区,友谊街道,大连德合医院,大连市金普新区友谊街道民主街34号大连市德合医院,周一至周日 8：00-17：00,87676699
257,金普新区,友谊街道,大连市金州区民主街(星印学前教育东侧)（大连和合）,大连市金普新区友谊街道鹏程家园43-3号,周一至周日 8：00-18：00,87546006
258,金普新区,友谊街道,精美达海湾城采样点,大连市金普新区友谊街道滨海路2号 海湾城 门口,周一至周日 8：00-12：00、13：00-18：30,87079777、86437777
259,金普新区,友谊街道,精美达金州和平路采样点,大连市金普新区友谊街道和平路与民众街交叉口,周一至周日 8：00-12：00、13：00-18：30,87079777、86437777
260,金普新区,友谊街道,精美达德合医院采样点,大连市金普新区友谊街道宁海小区，33B，大连市德合医院门前,周一至周日 8：00-12：00、13：00-18：30,87079777、86437777
261,金普新区,友谊街道,精美达向应广场采样点,大连市金普新区向应广场西邮政储蓄银行门前,周一至周日 8：00-12：00、13：00-18：30,87079777、86437777
262,金普新区,先进街道,大连锦和盛中医院,大连市金普新区先进街道东山路200-7、8、9、10号,周一至周日 8：00-17：00,66171333
263,金普新区,先进街道,大连绅通新医院,大连市金普新区先进街道响泉街七号,周一至周日 8：00-16：00,15842419777
264,金普新区,拥政街道,大连金普新区国益堂中医医院,大连市金普新区拥政街道八一路社区御河一号93-13,周一至周日 7：30-14：00,87206669
265,金普新区,拥政街道,精美达金州古城区采样点,大连市金普新区拥政街道古城丙区6-3号 仁微诊所门前,周一至周日 8：00-12：00、13：00-18：30,87079777、86437777
266,金普新区,拥政街道,大连市金州区永安发街悦泰山里3期（大连和合）,大连市金普新区拥政街道永安大街金州新区中心汽车站北侧约130米,周一至周日 8：00-18：00,87546006
267,金普新区,三十里堡街道,大连市金州区第三人民院,大连市金普新区三十里堡街道国泰路526号,周一至周日（限号）8：00-11：00、13：00-15：00,87360273
268,金普新区,三十里堡街道,精美达三十里堡采样点,大连市金普新区三十里堡街道北乐门诊前,周一至周日 8：00-12：00、13：00-18：30,87079777、86437777
269,金普新区,金石滩街道,大连金石滩医院,大连市经济技术开发区金石滩街道金石滩青石路99号,周一至周日 8：00-11：00、13：00-16：30,87902617
270,金普新区,金石滩街道,大连市金州区金石滩轻轨站（公交站）附近（大连和合）,大连市金普新区金石滩轻轨站（公交站）附近,周一至周日 8：00-18：00,87546006
271,金普新区,二十里堡街道,二十里堡街道卫生院,大连市金普新区二十里堡街道广富路 二十里堡医院 院内,周一至周日 8：00-11：00、13：00-15：00,87380368
272,金普新区,二十里堡街道,精美达十三里采样点,大连市金普新区二十里堡街道十三里金城帝景小区大门右侧,周一至周日 8：00-12：00、13：00-18：30,87079777、86437777
273,金普新区,二十里堡街道,精美达一方天鹅湖采样点,大连市金普新区二十里堡街道一方天鹅湖小区物业办公室门前,周一至周日 8：00-12：00、13：00-18：30,87079777、86437777
274,金普新区,华家街道,华家卫生院,大连市金普新区华家街道华家村南山518号,周一至周日 8：00-10：00,13109824577
275,金普新区,石河街道,石河卫生院,大连市金普新区石河街道石河村186号,周一至周日 8：00-11：00、13：00-15：30,87260205
276,金普新区,炮台街道,炮台街道炮台中心卫生院,大连市金普新区炮台街道炮台中心卫生院,周一至周五 13：00-14：30 ；周六、周日8：00-10：30,85252512、85252598、85252427
277,金普新区,复州湾街道,复州湾卫生院,大连市金普新区复州湾街道湖北路400号,周一、周三、周五 13：30-14：00,85202166
278,金普新区,登沙河街道,大连市金州区第二人民医院采样点（大连谱尼医学）,大连市金普新区登沙河街道关村大关家沟39号,周一至周日 8：30-12：00、13：00-17：00,87923651
279,金普新区,登沙河街道,大连和康医院,大连市金普新区登沙河街道姜家村汇金路,周一至周日 8：00-14：00,87237120
280,金普新区,亮甲店街道,亮甲店中心卫生院,大连市保税区亮甲店街道镇西街179号,周一、周二、周三、周五 12：30-13：30,87280252
281,金普新区,向应街道,向应卫生院,大连市金普新区向应街道小关屯385号向应卫生院,周一、周三、周五、周日 13：00-14：00,87290120
282,金普新区,董家沟街道,大连经济技术开发区董家沟社区卫生服务中心（大连和合医学）,大连市经济技术开发区董家沟街道天寿街72-10号附近,周一至周日 8：00-18：00,87546006
283,金普新区,董家沟街道,精美达董家沟采样点,大连市金普新区董家沟街道卧龙小区,周一至周日 8：00-12：00、13：00-18：30,87079777、86437777
284,金普新区,得胜街道,大连经济技术开发区得胜卫生院（晶泰医学）采样点,大连市经济技术开发区马桥子街道黄海西路松苑街1号，停车场内,周一至周日 8：00-11：00、13：00-14：00,62786033
285,金普新区,得胜街道,得胜（晶泰医学）采样点,大连市金普新区得胜街道得胜村张家屯3号,周一至周日 8：00-11：00、13：00-16：00,400-0768-568
286,金普新区,大魏家街道,大魏家卫生院,大连市金普新区大魏家街道大魏家村文化广场,周一、周三、周五8：00-10：30,87890311
287,金普新区,七顶山街道,七顶山卫生院,大连市金州区七顶山街道十七路11号,周一、周三、周五8：00-10：30,87881120 
288,金普新区,杏树街道,杏树卫生院,大连市金州区杏树街道杏树村和谐街1号 ,周一至周五 8：00-10：30,87250708
289,金普新区,董家沟街道,大检医学检验实验室采样点（大检）,大连市金普新区铁山东路102号大连市检测科技园院内方舱实验室,周一至周日8：00-17：00,15765696664
290,高新区,凌水街道,小平岛社区卫生服务中心采样点,大连市高新区邻海街204号,周一至周日7：30-11：30、 12：30-15：30,65975079
291,高新区,凌水街道,青春公社卫生服务站采样点,大连市高新区静恬街46号,周一至周日8：00-20：00,39677777
292,高新区,凌水街道,凌水地区医院采样点,大连市高新区凌水路176号,周一至周日8：00-11：00、 13：00-16：30,84740126
293,高新区,龙王塘街道,龙王塘街道卫生院采样点,大连市高新区星玉兰街85号,周一至周五8：00-11：00、13：00-16：00,86294043
294,高新区,七贤岭街道,七贤岭社区卫生服务中心采样点,大连市高新区高能街27号,周一至周日7：30-20：00,39677777
295,高新区,七贤岭街道,检验检测认证产业园采样点（美纳）,大连市高新区广贤路107号,周一至周日 8：30-20：00,88149722
296,高新区,七贤岭街道,高新万达广场采样点,大连市高新区黄浦路500号,周一至周五8：00-11：00、13：00-16：30,39677777
297,长兴岛,长兴岛街道,长兴医院,大连市长兴岛经济技术开发区长兴岛街道三堂村长兴医院,周一至周日8：00-11：00、12：30-15：00,85282536
298,长兴岛,交流岛街道,交流岛卫生院,大连市长兴岛经济技术开发区交流岛街道马路村交流岛卫生院,周一、周二、周四、周五、周日8：00-11：00、12：30-14：00,85230026
